n,m,sigma,eps,alg_id,algo_name,rounds,avg_time,median_time,max_time,avg_ratio,median_ratio,max_ratio
1000000,200000,20,0.2,2,"Sqrt",5,1.15653,1.15466,1.16148,0,0,0
1000000,200000,20,0.2,3,"Projection to 2/eps alphabet",5,6.94801,6.94128,6.96384,0.05339,0.0534125,0.0535254
1000000,200000,20,0.2,4,"Projection to 2/eps alphabet with short circuit",5,0.354944,0.353945,0.358518,0.0530905,0.0530875,0.0533307
1000000,200000,20,0.2,5,"Projection to 2/eps alphabet with magic short circuit",5,0.356012,0.356347,0.357783,0.0528234,0.0528399,0.0530357
1000000,200000,40,0.2,1,"Brute force fast",5,4.08022,4.06942,4.10337,0,0,0
1000000,200000,40,0.2,2,"Sqrt",5,2.30396,2.3038,2.30767,0,0,0
1000000,200000,40,0.2,3,"Projection to 2/eps alphabet",5,6.95479,6.94851,6.98485,0.029991,0.0300554,0.0300825
1000000,200000,40,0.2,4,"Projection to 2/eps alphabet with short circuit",5,0.355794,0.355625,0.3576,0.0294342,0.0292779,0.0300925
1000000,200000,40,0.2,5,"Projection to 2/eps alphabet with magic short circuit",5,0.363589,0.355125,0.396778,0.029413,0.0295291,0.0296818
1000000,200000,80,0.2,1,"Brute force fast",5,4.08022,4.08159,4.08968,0,0,0
1000000,200000,80,0.2,2,"Sqrt",5,2.44804,2.44908,2.45001,0,0,0
1000000,200000,80,0.2,3,"Projection to 2/eps alphabet",5,6.94753,6.95558,6.97121,0.0176408,0.0176175,0.0178235
1000000,200000,80,0.2,4,"Projection to 2/eps alphabet with short circuit",5,0.358241,0.357922,0.359294,0.0169666,0.0169432,0.0170818
1000000,200000,80,0.2,5,"Projection to 2/eps alphabet with magic short circuit",5,0.356751,0.356449,0.361369,0.0172029,0.0171558,0.0175126
1000000,200000,160,0.2,1,"Brute force fast",5,4.07406,4.07468,4.07755,0,0,0
1000000,200000,160,0.2,2,"Sqrt",5,1.29136,1.28961,1.30038,0,0,0
1000000,200000,160,0.2,3,"Projection to 2/eps alphabet",5,6.9592,6.94632,7.00591,0.0113685,0.0113264,0.0114917
1000000,200000,160,0.2,4,"Projection to 2/eps alphabet with short circuit",5,0.3545,0.353851,0.357937,0.0108812,0.0107822,0.0111861
1000000,200000,160,0.2,5,"Projection to 2/eps alphabet with magic short circuit",5,0.355121,0.355359,0.355645,0.0112264,0.0111781,0.0118125
1000000,200000,320,0.2,1,"Brute force fast",5,4.19714,4.19468,4.20376,6.18687e-05,5.51815e-05,8.52707e-05
1000000,200000,320,0.2,2,"Sqrt",5,0.657389,0.657089,0.658678,0,0,0
1000000,200000,320,0.2,3,"Projection to 2/eps alphabet",5,6.95473,6.95765,6.96512,0.00828809,0.00828427,0.00831469
1000000,200000,320,0.2,4,"Projection to 2/eps alphabet with short circuit",5,0.356895,0.35565,0.361417,0.00779365,0.00782053,0.00798475
1000000,200000,320,0.2,5,"Projection to 2/eps alphabet with magic short circuit",5,0.357528,0.355872,0.363603,0.00796335,0.00799334,0.00826898
1000000,200000,640,0.2,1,"Brute force fast",5,4.26624,4.26452,4.27233,0.000135225,0.000130234,0.000155241
1000000,200000,640,0.2,2,"Sqrt",5,0.334837,0.335122,0.33544,0,0,0
1000000,200000,640,0.2,3,"Projection to 2/eps alphabet",5,6.95641,6.96206,6.96224,0.00689076,0.00697648,0.00703121
1000000,200000,640,0.2,4,"Projection to 2/eps alphabet with short circuit",5,0.355205,0.355243,0.355684,0.00668049,0.00665442,0.00722195
1000000,200000,640,0.2,5,"Projection to 2/eps alphabet with magic short circuit",5,0.35581,0.355806,0.357261,0.00634001,0.0063391,0.00653025
1000000,200000,1280,0.2,1,"Brute force fast",5,4.21342,4.20978,4.22267,0.000181804,0.000180136,0.000190141
1000000,200000,1280,0.2,2,"Sqrt",5,0.17899,0.179342,0.179967,0,0,0
1000000,200000,1280,0.2,3,"Projection to 2/eps alphabet",5,6.95242,6.96045,6.96277,0.00623154,0.00611419,0.00653111
1000000,200000,1280,0.2,4,"Projection to 2/eps alphabet with short circuit",5,0.356317,0.35694,0.357511,0.00545216,0.00548461,0.00550374
1000000,200000,1280,0.2,5,"Projection to 2/eps alphabet with magic short circuit",5,0.358012,0.356417,0.365728,0.00550107,0.00553888,0.00566473
1000000,200000,100,0.05,1,"Brute force fast",5,4.07985,4.07377,4.09273,0,0,0
1000000,200000,100,0.05,2,"Sqrt",5,2.00685,2.00591,2.01012,0,0,0
1000000,200000,100,0.05,3,"Projection to 2/eps alphabet",5,24.308,24.2721,24.4146,0.0122537,0.012221,0.0123218
1000000,200000,100,0.05,4,"Projection to 2/eps alphabet with short circuit",5,1.22363,1.22185,1.22924,0.0118653,0.0118398,0.011957
1000000,200000,100,0.05,5,"Projection to 2/eps alphabet with magic short circuit",5,1.22057,1.22102,1.22675,0.0118207,0.0118077,0.0119649
1000000,200000,100,0.1,1,"Brute force fast",5,4.06962,4.06929,4.07057,0,0,0
1000000,200000,100,0.1,2,"Sqrt",5,2.0073,2.00623,2.01069,0,0,0
1000000,200000,100,0.1,3,"Projection to 2/eps alphabet",5,12.6835,12.6873,12.6895,0.0135784,0.0135887,0.0136148
1000000,200000,100,0.1,4,"Projection to 2/eps alphabet with short circuit",5,0.640218,0.640049,0.641031,0.0131503,0.0132142,0.0133085
1000000,200000,100,0.1,5,"Projection to 2/eps alphabet with magic short circuit",5,0.639838,0.639965,0.640727,0.0132108,0.0131172,0.0133697
1000000,200000,100,0.5,1,"Brute force fast",5,4.07833,4.08076,4.08355,0,0,0
1000000,200000,100,0.5,2,"Sqrt",5,2.00134,2.001,2.00315,0,0,0
1000000,200000,100,0.5,3,"Projection to 2/eps alphabet",5,3.49591,3.49552,3.50297,0.0189476,0.0188936,0.0191031
1000000,200000,100,0.5,4,"Projection to 2/eps alphabet with short circuit",5,0.182105,0.182237,0.184613,0.0175847,0.0175548,0.0178076
1000000,200000,100,0.5,5,"Projection to 2/eps alphabet with magic short circuit",5,0.183578,0.183554,0.183718,0.0175114,0.0173823,0.0188259
