n,m,sigma,eps,alg_id,algo_name,rounds,avg_time,median_time,max_time,avg_ratio,median_ratio,max_ratio
1000000,200000,320,0.2,4,"Projection to 2/eps alphabet with short circuit",5,0.328882,0.2358,0.469478,0.065172,0.04087,0.15982
1000000,200000,320,0.2,5,"Projection to 2/eps alphabet with magic short circuit",5,0.235598,0.235572,0.235994,0.101701,0.111185,0.169985
1000000,200000,320,0.2,6,"Heuristic 1: TP score",5,2.35039,2.3488,2.35598,0.002504,0,0.01137
1000000,200000,320,0.2,7,"Heuristic 1: TP score with magic short circuit",5,0.237651,0.237495,0.238362,0.000511,1.5e-05,0.00251
1000000,200000,640,0.2,0,"Brute force",5,14.2069,14.1957,14.2563,0,0,0
1000000,200000,640,0.2,2,"Sqrt",5,0.0038722,0.00374746,0.00467025,0,0,0
1000000,200000,640,0.2,3,"Projection to 2/eps alphabet",5,4.68216,4.67731,4.70476,0.180598,0.184385,0.190295
1000000,200000,640,0.2,4,"Projection to 2/eps alphabet with short circuit",5,0.329232,0.236069,0.702774,0.082375,0.05194,0.18111
1000000,200000,640,0.2,5,"Projection to 2/eps alphabet with magic short circuit",5,0.235563,0.235482,0.236335,0.100151,0.10317,0.1385
1000000,200000,640,0.2,6,"Heuristic 1: TP score",5,2.35232,2.3526,2.35833,0.006152,0,0.03072
1000000,200000,640,0.2,7,"Heuristic 1: TP score with magic short circuit",5,0.238126,0.238153,0.238646,0.002993,0.000685,0.012885
1000000,200000,1280,0.2,0,"Brute force",5,14.2082,14.197,14.2631,0,0,0
1000000,200000,1280,0.2,2,"Sqrt",5,0.00365876,0.00362375,0.00382613,0,0,0
1000000,200000,1280,0.2,3,"Projection to 2/eps alphabet",5,4.68961,4.69951,4.70497,0.185939,0.18585,0.196325
1000000,200000,1280,0.2,4,"Projection to 2/eps alphabet with short circuit",5,0.235938,0.235908,0.236452,0.041098,0.03489,0.069485
1000000,200000,1280,0.2,5,"Projection to 2/eps alphabet with magic short circuit",5,0.329166,0.236142,0.470512,0.102949,0.09925,0.18027
1000000,200000,1280,0.2,6,"Heuristic 1: TP score",5,2.3552,2.35253,2.36608,0.001648,0,0.00616
1000000,200000,1280,0.2,7,"Heuristic 1: TP score with magic short circuit",5,0.238356,0.23824,0.238726,1.7e-05,5e-06,7e-05
1000000,200000,100,0.05,0,"Brute force",5,14.2223,14.2169,14.2465,0,0,0
1000000,200000,100,0.05,2,"Sqrt",5,0.00373609,0.00360113,0.00421167,0,0,0
1000000,200000,100,0.05,3,"Projection to 2/eps alphabet",5,16.3261,16.3205,16.3532,0.049924,0.049915,0.05
1000000,200000,100,0.05,4,"Projection to 2/eps alphabet with short circuit",5,0.985236,0.822218,1.6417,0.044718,0.047655,0.049225
1000000,200000,100,0.05,5,"Projection to 2/eps alphabet with magic short circuit",5,0.818651,0.82032,0.820804,0.039375,0.048995,0.049975
1000000,200000,100,0.05,6,"Heuristic 1: TP score",5,8.16166,8.12861,8.29725,0,0,0
1000000,200000,100,0.05,7,"Heuristic 1: TP score with magic short circuit",5,0.81162,0.813443,0.8158,2e-06,0,1e-05
1000000,200000,100,0.1,0,"Brute force",5,14.2648,14.2546,14.34,0,0,0
1000000,200000,100,0.1,2,"Sqrt",5,0.00355743,0.00347808,0.0038955,0,0,0
1000000,200000,100,0.1,3,"Projection to 2/eps alphabet",5,8.61171,8.59849,8.6885,0.095773,0.0993,0.09973
1000000,200000,100,0.1,4,"Projection to 2/eps alphabet with short circuit",5,0.514439,0.428972,0.856574,0.07761,0.089035,0.09705
1000000,200000,100,0.1,5,"Projection to 2/eps alphabet with magic short circuit",5,0.520059,0.432474,0.864028,0.07103,0.07584,0.09843
1000000,200000,100,0.1,6,"Heuristic 1: TP score",5,4.27773,4.27947,4.29314,4.1e-05,4.5e-05,0.000105
1000000,200000,100,0.1,7,"Heuristic 1: TP score with magic short circuit",5,0.426298,0.426186,0.426914,4.3e-05,3e-05,0.000135
1000000,200000,100,0.5,0,"Brute force",5,14.2432,14.2326,14.3009,0,0,0
1000000,200000,100,0.5,2,"Sqrt",5,0.00343826,0.00341958,0.00353083,0,0,0
1000000,200000,100,0.5,3,"Projection to 2/eps alphabet",5,2.34218,2.35574,2.35738,0.379361,0.377065,0.430105
1000000,200000,100,0.5,4,"Projection to 2/eps alphabet with short circuit",5,0.119021,0.118754,0.119849,0.113391,0.086075,0.213155
1000000,200000,100,0.5,5,"Projection to 2/eps alphabet with magic short circuit",5,0.118477,0.118407,0.119022,0.217297,0.17207,0.375125
1000000,200000,100,0.5,6,"Heuristic 1: TP score",5,1.18738,1.18288,1.20565,0.032659,0.027525,0.0897
1000000,200000,100,0.5,7,"Heuristic 1: TP score with magic short circuit",5,0.121332,0.121172,0.121835,0.014446,0.00173,0.037115
