n,m,sigma,eps,alg_id,algo_name,rounds,avg_time,median_time,max_time,avg_ratio,median_ratio,max_ratio
1000000,500000,10,0.2,3,"Projection to 2/eps alphabet",5,5.37199,5.34334,5.54779,0.2,0.2,0.2
1000000,500000,10,0.2,4,"Projection to 2/eps alphabet with short circuit",5,5.44765,5.4616,5.63203,0.2,0.2,0.2
1000000,500000,10,0.2,5,"Projection to 2/eps alphabet with magic short circuit",5,0.2805,0.27986,0.283753,0.2,0.2,0.2
1000000,500000,10,0.2,6,"Heuristic 1: TP score",5,2.76309,2.76779,2.8521,0,0,0
1000000,500000,10,0.2,7,"Heuristic 1: TP score with magic short circuit",5,0.477464,0.530458,0.533697,0.1,0.1,0.2
1000000,500000,20,0.2,0,"Brute force",5,22.6257,22.6624,22.7763,0,0,0
1000000,500000,20,0.2,2,"Sqrt",5,0.880604,0.881172,0.887394,0,0,0
1000000,500000,20,0.2,3,"Projection to 2/eps alphabet",5,5.29584,5.25871,5.36395,0.2,0.2,0.2
1000000,500000,20,0.2,4,"Projection to 2/eps alphabet with short circuit",5,5.02819,4.9989,5.14001,0.2,0.2,0.2
1000000,500000,20,0.2,5,"Projection to 2/eps alphabet with magic short circuit",5,0.321135,0.271185,0.526722,0.188,0.2,0.2
1000000,500000,20,0.2,6,"Heuristic 1: TP score",5,2.6899,2.67346,2.79544,0,0,0
1000000,500000,20,0.2,7,"Heuristic 1: TP score with magic short circuit",5,0.756045,0.793917,1.07829,0.1,0.1,0.2
1000000,500000,40,0.2,0,"Brute force",5,22.4423,22.3154,22.7941,0,0,0
1000000,500000,40,0.2,2,"Sqrt",5,1.79605,1.76248,1.9022,0,0,0
1000000,500000,40,0.2,3,"Projection to 2/eps alphabet",5,5.25822,5.25516,5.29735,0.194,0.2,0.2
1000000,500000,40,0.2,4,"Projection to 2/eps alphabet with short circuit",5,4.79599,4.8131,4.83083,0.2,0.2,0.2
1000000,500000,40,0.2,5,"Projection to 2/eps alphabet with magic short circuit",5,0.264048,0.264142,0.264508,0.146,0.14,0.17
1000000,500000,40,0.2,6,"Heuristic 1: TP score",5,2.71626,2.70558,2.75535,0,0,0
1000000,500000,40,0.2,7,"Heuristic 1: TP score with magic short circuit",5,0.802264,0.801168,1.058,0.11,0.075,0.2
1000000,500000,80,0.2,0,"Brute force",5,22.397,22.3319,22.6216,0,0,0
1000000,500000,80,0.2,2,"Sqrt",5,3.53771,3.53882,3.57329,0,0,0
1000000,500000,80,0.2,3,"Projection to 2/eps alphabet",5,5.32755,5.30041,5.40732,0.155,0.155,0.17
1000000,500000,80,0.2,4,"Projection to 2/eps alphabet with short circuit",5,4.48083,4.47741,4.50862,0.158,0.155,0.17
1000000,500000,80,0.2,5,"Projection to 2/eps alphabet with magic short circuit",5,0.263828,0.263807,0.265357,0.127,0.13,0.145
1000000,500000,80,0.2,6,"Heuristic 1: TP score",5,2.64013,2.63466,2.65451,0,0,0
1000000,500000,80,0.2,7,"Heuristic 1: TP score with magic short circuit",5,1.16309,1.06248,1.84603,0.1275,0.125,0.2375
1000000,500000,160,0.2,0,"Brute force",5,22.4948,22.4462,22.7637,0,0,0
1000000,500000,160,0.2,2,"Sqrt",5,2.73669,2.74412,2.76314,0,0,0
1000000,500000,160,0.2,3,"Projection to 2/eps alphabet",5,5.34207,5.32932,5.47557,0.113,0.11,0.1175
1000000,500000,160,0.2,4,"Projection to 2/eps alphabet with short circuit",5,4.21783,4.21354,4.24364,0.128,0.125,0.14
1000000,500000,160,0.2,5,"Projection to 2/eps alphabet with magic short circuit",5,0.269772,0.267783,0.278933,0.1,0.095,0.1525
1000000,500000,160,0.2,6,"Heuristic 1: TP score",5,2.67082,2.66609,2.69282,0,0,0
1000000,500000,160,0.2,7,"Heuristic 1: TP score with magic short circuit",5,0.971854,0.82532,1.36397,0.235,0.25,0.33125
1000000,500000,320,0.2,0,"Brute force",5,22.3958,22.3081,22.5741,0,0,0
1000000,500000,320,0.2,2,"Sqrt",5,1.82535,1.81355,1.86215,0,0,0
1000000,500000,320,0.2,3,"Projection to 2/eps alphabet",5,5.34565,5.31692,5.44821,0.085248,0.0875,0.091244
1000000,500000,320,0.2,4,"Projection to 2/eps alphabet with short circuit",5,4.01682,4.02668,4.07952,0.0845088,0.083768,0.091264
1000000,500000,320,0.2,5,"Projection to 2/eps alphabet with magic short circuit",5,0.269062,0.268941,0.273619,0.0847532,0.084996,0.095012
1000000,500000,320,0.2,6,"Heuristic 1: TP score",5,2.67172,2.66725,2.69912,0.0087528,0,0.034386
1000000,500000,320,0.2,7,"Heuristic 1: TP score with magic short circuit",5,0.914148,0.807537,1.10905,0.270665,0.309382,0.318844
1000000,500000,640,0.2,0,"Brute force",5,22.4445,22.4552,22.5241,0,0,0
1000000,500000,640,0.2,2,"Sqrt",5,0.954053,0.944646,1.03808,0,0,0
1000000,500000,640,0.2,3,"Projection to 2/eps alphabet",5,5.31655,5.30519,5.39773,0.0627548,0.06126,0.06688
1000000,500000,640,0.2,4,"Projection to 2/eps alphabet with short circuit",5,3.69917,3.69413,3.72708,0.0623756,0.059384,0.072506
1000000,500000,640,0.2,5,"Projection to 2/eps alphabet with magic short circuit",5,0.264023,0.263939,0.265057,0.0538804,0.051866,0.066274
1000000,500000,640,0.2,6,"Heuristic 1: TP score",5,2.66997,2.66419,2.69943,0.0112544,0,0.056272
1000000,500000,640,0.2,7,"Heuristic 1: TP score with magic short circuit",5,1.23589,1.33362,1.36675,0.245064,0.201604,0.331276
1000000,500000,1280,0.2,0,"Brute force",5,22.3329,22.31,22.4085,0,0,0
1000000,500000,1280,0.2,2,"Sqrt",5,0.697248,0.695532,0.704128,0,0,0
1000000,500000,1280,0.2,3,"Projection to 2/eps alphabet",5,5.25396,5.24957,5.27995,0.0481336,0.047204,0.050006
1000000,500000,1280,0.2,4,"Projection to 2/eps alphabet with short circuit",5,3.43512,3.43423,3.45056,0.0486968,0.047194,0.056576
1000000,500000,1280,0.2,5,"Projection to 2/eps alphabet with magic short circuit",5,0.263788,0.263728,0.2641,0.0395708,0.039696,0.046568
1000000,500000,1280,0.2,6,"Heuristic 1: TP score",5,2.63801,2.63273,2.6635,0.0056304,0,0.028152
1000000,500000,1280,0.2,7,"Heuristic 1: TP score with magic short circuit",5,1.26608,1.31577,1.5835,0.269897,0.297694,0.32453
1000000,500000,100,0.05,0,"Brute force",5,22.4502,22.3872,22.7116,0,0,0
1000000,500000,100,0.05,2,"Sqrt",5,4.31124,4.30865,4.35455,0,0,0
1000000,500000,100,0.05,3,"Projection to 2/eps alphabet",5,18.5798,18.5754,18.881,0.05,0.05,0.05
1000000,500000,100,0.05,4,"Projection to 2/eps alphabet with short circuit",5,16.5615,16.7323,16.9015,0.05,0.05,0.05
1000000,500000,100,0.05,5,"Projection to 2/eps alphabet with magic short circuit",5,1.28166,0.922435,1.83298,0.05,0.05,0.05
1000000,500000,100,0.05,6,"Heuristic 1: TP score",5,9.20382,9.19566,9.26739,0,0,0
1000000,500000,100,0.05,7,"Heuristic 1: TP score with magic short circuit",5,2.5827,2.75242,2.78753,0,0,0
1000000,500000,100,0.1,0,"Brute force",5,22.2636,22.2656,22.326,0,0,0
