n,m,sigma,eps,algo_id,algo_name,rounds,avg_time,avg_ratio,max_ratio
100000,5000,10,0.1,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.253784,0,0
100000,5000,10,0.2,0,"Brute Force",3,0.0270529,0,0
100000,5000,10,0.2,1,"Projection to Binary Alphabet",3,0.287787,0,0
100000,5000,10,0.2,2,"Sqrt",3,0.0310095,0,0
100000,5000,10,0.2,3,"Heuristic 1: sum(bucket_mass)^2",3,0.267608,0,0
100000,5000,10,0.2,4,"Heuristic 2: sum(max freq over windows)^2",3,0.267885,0,0
100000,5000,10,0.2,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.255992,0,0
100000,5000,10,0.5,0,"Brute Force",3,0.0270354,0,0
100000,5000,10,0.5,1,"Projection to Binary Alphabet",3,0.103254,0.181915,0.183855
100000,5000,10,0.5,2,"Sqrt",3,0.0298817,0,0
100000,5000,10,0.5,3,"Heuristic 1: sum(bucket_mass)^2",3,0.102522,0.182581,0.184434
100000,5000,10,0.5,4,"Heuristic 2: sum(max freq over windows)^2",3,0.114895,0.181872,0.182746
100000,5000,10,0.5,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.103243,0.182211,0.184152
100000,10000,10,0.05,0,"Brute Force",3,0.0504418,0,0
100000,10000,10,0.05,1,"Projection to Binary Alphabet",3,0.256892,0,0
100000,10000,10,0.05,2,"Sqrt",3,0.0596187,0,0
100000,10000,10,0.05,3,"Heuristic 1: sum(bucket_mass)^2",3,0.261293,0,0
100000,10000,10,0.05,4,"Heuristic 2: sum(max freq over windows)^2",3,0.272402,0,0
100000,10000,10,0.05,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.275935,0,0
100000,10000,10,0.1,0,"Brute Force",3,0.0504339,0,0
100000,10000,10,0.1,1,"Projection to Binary Alphabet",3,0.258156,0,0
100000,10000,10,0.1,2,"Sqrt",3,0.0595896,0,0
100000,10000,10,0.1,3,"Heuristic 1: sum(bucket_mass)^2",3,0.256279,0,0
100000,10000,10,0.1,4,"Heuristic 2: sum(max freq over windows)^2",3,0.26715,0,0
100000,10000,10,0.1,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.256079,0,0
100000,10000,10,0.2,0,"Brute Force",3,0.0501971,0,0
100000,10000,10,0.2,1,"Projection to Binary Alphabet",3,0.255665,0,0
100000,10000,10,0.2,2,"Sqrt",3,0.059159,0,0
100000,10000,10,0.2,3,"Heuristic 1: sum(bucket_mass)^2",3,0.257197,0,0
100000,10000,10,0.2,4,"Heuristic 2: sum(max freq over windows)^2",3,0.269281,0,0
100000,10000,10,0.2,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.257099,0,0
100000,10000,10,0.5,0,"Brute Force",3,0.0504461,0,0
100000,10000,10,0.5,1,"Projection to Binary Alphabet",3,0.104052,0.17987,0.180988
100000,10000,10,0.5,2,"Sqrt",3,0.0600585,0,0
100000,10000,10,0.5,3,"Heuristic 1: sum(bucket_mass)^2",3,0.104404,0.179943,0.181273
100000,10000,10,0.5,4,"Heuristic 2: sum(max freq over windows)^2",3,0.115764,0.182105,0.183067
100000,10000,10,0.5,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.105059,0.180537,0.181444
100000,20000,10,0.05,0,"Brute Force",3,0.149717,0,0
100000,20000,10,0.05,1,"Projection to Binary Alphabet",3,0.259007,0,0
100000,20000,10,0.05,2,"Sqrt",3,0.118548,0,0
100000,20000,10,0.05,3,"Heuristic 1: sum(bucket_mass)^2",3,0.259251,0,0
100000,20000,10,0.05,4,"Heuristic 2: sum(max freq over windows)^2",3,0.271647,0,0
100000,20000,10,0.05,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.278449,0.0163482,0.0250472
100000,20000,10,0.1,0,"Brute Force",3,0.150978,0,0
100000,20000,10,0.1,1,"Projection to Binary Alphabet",3,0.259839,0,0
100000,20000,10,0.1,2,"Sqrt",3,0.119436,0,0
100000,20000,10,0.1,3,"Heuristic 1: sum(bucket_mass)^2",3,0.258627,0,0.0232145
100000,20000,10,0.1,4,"Heuristic 2: sum(max freq over windows)^2",3,0.269788,0,0
100000,20000,10,0.1,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.259215,0,0
100000,20000,10,0.2,0,"Brute Force",3,0.149351,0,0
100000,20000,10,0.2,1,"Projection to Binary Alphabet",3,0.257099,0,0
100000,20000,10,0.2,2,"Sqrt",3,0.118733,0,0
100000,20000,10,0.2,3,"Heuristic 1: sum(bucket_mass)^2",3,0.258564,0,0
100000,20000,10,0.2,4,"Heuristic 2: sum(max freq over windows)^2",3,0.276044,0,0
100000,20000,10,0.2,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.256802,0.00800015,0.0240004
100000,20000,10,0.5,0,"Brute Force",3,0.183279,0,0
100000,20000,10,0.5,1,"Projection to Binary Alphabet",3,0.111685,0.179515,0.179774
100000,20000,10,0.5,2,"Sqrt",3,0.122561,0,0
100000,20000,10,0.5,3,"Heuristic 1: sum(bucket_mass)^2",3,0.109115,0.181359,0.183652
100000,20000,10,0.5,4,"Heuristic 2: sum(max freq over windows)^2",3,0.118245,0.179792,0.180031
100000,20000,10,0.5,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.103607,0.180468,0.182267
100000,50000,10,0.05,0,"Brute Force",3,0.226378,0,0
100000,50000,10,0.05,1,"Projection to Binary Alphabet",3,0.518563,0,0
100000,50000,10,0.05,2,"Sqrt",3,0.0621476,0,0
100000,50000,10,0.05,3,"Heuristic 1: sum(bucket_mass)^2",3,0.512193,0,0
100000,50000,10,0.05,4,"Heuristic 2: sum(max freq over windows)^2",3,0.522709,0,0
100000,50000,10,0.05,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.511456,0,0
100000,50000,10,0.1,0,"Brute Force",3,0.22645,0,0
100000,50000,10,0.1,1,"Projection to Binary Alphabet",3,0.512884,0,0
100000,50000,10,0.1,2,"Sqrt",3,0.0647524,0,0
100000,50000,10,0.1,3,"Heuristic 1: sum(bucket_mass)^2",3,0.510632,0,0
100000,50000,10,0.1,4,"Heuristic 2: sum(max freq over windows)^2",3,0.522343,0.00783082,0.0234925
100000,50000,10,0.1,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.50598,0,0
100000,50000,10,0.2,0,"Brute Force",3,0.228424,0,0
100000,50000,10,0.2,1,"Projection to Binary Alphabet",3,0.513046,0,0
100000,50000,10,0.2,2,"Sqrt",3,0.0651657,0,0
100000,50000,10,0.2,3,"Heuristic 1: sum(bucket_mass)^2",3,0.509394,0,0
100000,50000,10,0.2,4,"Heuristic 2: sum(max freq over windows)^2",3,0.519597,0,0
100000,50000,10,0.2,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.505072,0,0.0228661
100000,50000,10,0.5,0,"Brute Force",3,0.227513,0,0
100000,50000,10,0.5,1,"Projection to Binary Alphabet",3,0.221035,0.179039,0.179288
100000,50000,10,0.5,2,"Sqrt",3,0.0640277,0,0
100000,50000,10,0.5,3,"Heuristic 1: sum(bucket_mass)^2",3,0.199337,0.179678,0.180223
100000,50000,10,0.5,4,"Heuristic 2: sum(max freq over windows)^2",3,0.208798,0.17945,0.180018
100000,50000,10,0.5,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.198388,0.179545,0.180525
100000,5000,100,0.05,0,"Brute Force",3,0.0271949,0,0
100000,5000,100,0.05,1,"Projection to Binary Alphabet",3,1.04093,0.0175143,0.0177778
100000,5000,100,0.05,2,"Sqrt",3,0.00401463,0,0
100000,5000,100,0.05,3,"Heuristic 1: sum(bucket_mass)^2",3,1.02219,0.0175778,0.017785
100000,5000,100,0.05,4,"Heuristic 2: sum(max freq over windows)^2",3,1.0338,0.0181157,0.0181928
100000,5000,100,0.05,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,1.01127,0.0180423,0.0185559
100000,5000,100,0.1,0,"Brute Force",3,0.0269704,0,0
100000,5000,100,0.1,1,"Projection to Binary Alphabet",3,0.521584,0.0428139,0.0428283
100000,5000,100,0.1,2,"Sqrt",3,0.00399329,0,0
100000,5000,100,0.1,3,"Heuristic 1: sum(bucket_mass)^2",3,0.518136,0.0433409,0.0436275
100000,5000,100,0.1,4,"Heuristic 2: sum(max freq over windows)^2",3,0.524769,0.0434255,0.0438207
100000,5000,100,0.1,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.51557,0.0437534,0.0440226
100000,5000,100,0.2,0,"Brute Force",3,0.0273626,0,0
100000,5000,100,0.2,1,"Projection to Binary Alphabet",3,0.269913,0.0936029,0.0938322
100000,5000,100,0.2,2,"Sqrt",3,0.00408974,0,0
100000,5000,100,0.2,3,"Heuristic 1: sum(bucket_mass)^2",3,0.273552,0.0941997,0.0947581
100000,5000,100,0.2,4,"Heuristic 2: sum(max freq over windows)^2",3,0.266425,0.0947155,0.0950655
100000,5000,100,0.2,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.265969,0.0948927,0.0956522
100000,5000,100,0.5,0,"Brute Force",3,0.027559,0,0
100000,5000,100,0.5,1,"Projection to Binary Alphabet",3,0.107284,0.246599,0.247016
100000,5000,100,0.5,2,"Sqrt",3,0.00421664,0,0
100000,5000,100,0.5,3,"Heuristic 1: sum(bucket_mass)^2",3,0.108902,0.248769,0.25
100000,5000,100,0.5,4,"Heuristic 2: sum(max freq over windows)^2",3,0.116761,0.247796,0.24889
100000,5000,100,0.5,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.106606,0.247927,0.248688
100000,10000,100,0.05,0,"Brute Force",3,0.0506967,0,0
100000,10000,100,0.05,1,"Projection to Binary Alphabet",3,1.06131,0.0170233,0.0171873
100000,10000,100,0.05,2,"Sqrt",3,0.007791,0,0
100000,10000,100,0.05,3,"Heuristic 1: sum(bucket_mass)^2",3,1.06034,0.0176249,0.0177922
100000,10000,100,0.05,4,"Heuristic 2: sum(max freq over windows)^2",3,1.06847,0.0175597,0.0178571
100000,10000,100,0.05,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,1.05975,0.0172999,0.0177886
100000,10000,100,0.1,0,"Brute Force",3,0.0514207,0,0
100000,10000,100,0.1,1,"Projection to Binary Alphabet",3,0.53349,0.0419556,0.0422265
100000,10000,100,0.1,2,"Sqrt",3,0.00759218,0,0
100000,10000,100,0.1,3,"Heuristic 1: sum(bucket_mass)^2",3,0.53066,0.0427379,0.042873
100000,10000,100,0.1,4,"Heuristic 2: sum(max freq over windows)^2",3,0.542748,0.0427931,0.0430173
100000,10000,100,0.1,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.52796,0.0427035,0.0430346
100000,10000,100,0.2,0,"Brute Force",3,0.0516667,0,0
100000,10000,100,0.2,1,"Projection to Binary Alphabet",3,0.266795,0.0932666,0.0940024
100000,10000,100,0.2,2,"Sqrt",3,0.00807146,0,0
100000,10000,100,0.2,3,"Heuristic 1: sum(bucket_mass)^2",3,0.266718,0.093385,0.0938635
100000,10000,100,0.2,4,"Heuristic 2: sum(max freq over windows)^2",3,0.281078,0.0937427,0.0940784
100000,10000,100,0.2,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.267042,0.0934953,0.0936617
100000,10000,100,0.5,0,"Brute Force",3,0.0507934,0,0
100000,10000,100,0.5,1,"Projection to Binary Alphabet",3,0.108263,0.245867,0.24609
100000,10000,100,0.5,2,"Sqrt",3,0.0076959,0,0
100000,10000,100,0.5,3,"Heuristic 1: sum(bucket_mass)^2",3,0.10956,0.245874,0.24639
100000,10000,100,0.5,4,"Heuristic 2: sum(max freq over windows)^2",3,0.119508,0.246928,0.247777
100000,10000,100,0.5,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.107854,0.245968,0.246589
100000,20000,100,0.05,0,"Brute Force",3,0.147809,0,0
100000,20000,100,0.05,1,"Projection to Binary Alphabet",3,1.06945,0.0168088,0.0168593
100000,20000,100,0.05,2,"Sqrt",3,0.0144616,0,0
100000,20000,100,0.05,3,"Heuristic 1: sum(bucket_mass)^2",3,1.05969,0.017035,0.01717
100000,20000,100,0.05,4,"Heuristic 2: sum(max freq over windows)^2",3,1.06449,0.0172681,0.0174234
100000,20000,100,0.05,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,1.05755,0.0171967,0.0173895
100000,20000,100,0.1,0,"Brute Force",3,0.149421,0,0
100000,20000,100,0.1,1,"Projection to Binary Alphabet",3,0.529876,0.0414709,0.0415762
100000,20000,100,0.1,2,"Sqrt",3,0.0151613,0,0
100000,20000,100,0.1,3,"Heuristic 1: sum(bucket_mass)^2",3,0.532223,0.0421435,0.0422258
100000,20000,100,0.1,4,"Heuristic 2: sum(max freq over windows)^2",3,0.542535,0.0420487,0.0423652
100000,20000,100,0.1,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.535844,0.0426871,0.0428868
100000,20000,100,0.2,0,"Brute Force",3,0.147755,0,0
100000,20000,100,0.2,1,"Projection to Binary Alphabet",3,0.267273,0.092548,0.0926748
100000,20000,100,0.2,2,"Sqrt",3,0.0149597,0,0
100000,20000,100,0.2,3,"Heuristic 1: sum(bucket_mass)^2",3,0.268447,0.0926687,0.0935637
100000,20000,100,0.2,4,"Heuristic 2: sum(max freq over windows)^2",3,0.280806,0.093018,0.0932713
100000,20000,100,0.2,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.258362,0.0931474,0.0937737
100000,20000,100,0.5,0,"Brute Force",3,0.146211,0,0
100000,20000,100,0.5,1,"Projection to Binary Alphabet",3,0.103298,0.244722,0.245506
100000,20000,100,0.5,2,"Sqrt",3,0.0141936,0,0
100000,20000,100,0.5,3,"Heuristic 1: sum(bucket_mass)^2",3,0.104284,0.244641,0.245452
100000,20000,100,0.5,4,"Heuristic 2: sum(max freq over windows)^2",3,0.130527,0.245064,0.245306
100000,20000,100,0.5,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.104639,0.245248,0.246186
100000,50000,100,0.05,0,"Brute Force",3,0.223951,0,0
100000,50000,100,0.05,1,"Projection to Binary Alphabet",3,1.98431,0.0165267,0.0165388
100000,50000,100,0.05,2,"Sqrt",3,0.0343134,0,0
100000,50000,100,0.05,3,"Heuristic 1: sum(bucket_mass)^2",3,2.03767,0.0167577,0.0168239
100000,50000,100,0.05,4,"Heuristic 2: sum(max freq over windows)^2",3,2.05042,0.0168244,0.0168831
100000,50000,100,0.05,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,1.99683,0.0170671,0.0171334
100000,50000,100,0.1,0,"Brute Force",3,0.224823,0,0
100000,50000,100,0.1,1,"Projection to Binary Alphabet",3,0.9926,0.0410378,0.0412
100000,50000,100,0.1,2,"Sqrt",3,0.0357197,0,0
100000,50000,100,0.1,3,"Heuristic 1: sum(bucket_mass)^2",3,1.03617,0.0417744,0.0419587
100000,50000,100,0.1,4,"Heuristic 2: sum(max freq over windows)^2",3,1.04705,0.0417048,0.0418072
100000,50000,100,0.1,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.990994,0.0418613,0.0421284
100000,50000,100,0.2,0,"Brute Force",3,0.223876,0,0
100000,50000,100,0.2,1,"Projection to Binary Alphabet",3,0.494267,0.0917778,0.0918495
100000,50000,100,0.2,2,"Sqrt",3,0.0355656,0,0
100000,50000,100,0.2,3,"Heuristic 1: sum(bucket_mass)^2",3,0.491798,0.0920545,0.0923049
100000,50000,100,0.2,4,"Heuristic 2: sum(max freq over windows)^2",3,0.500253,0.0922665,0.0924317
100000,50000,100,0.2,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.492142,0.092408,0.0927126
100000,50000,100,0.5,0,"Brute Force",3,0.223784,0,0
100000,50000,100,0.5,1,"Projection to Binary Alphabet",3,0.198475,0.243701,0.244127
100000,50000,100,0.5,2,"Sqrt",3,0.0345233,0,0
100000,50000,100,0.5,3,"Heuristic 1: sum(bucket_mass)^2",3,0.198171,0.243964,0.244309
100000,50000,100,0.5,4,"Heuristic 2: sum(max freq over windows)^2",3,0.207574,0.244256,0.244343
100000,50000,100,0.5,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.198283,0.244204,0.244904
100000,5000,1000,0.05,0,"Brute Force",3,0.0279779,0,0
100000,5000,1000,0.05,1,"Projection to Binary Alphabet",3,1.02089,0.0255572,0.0256359
100000,5000,1000,0.05,2,"Sqrt",3,0.00105003,0,0
100000,5000,1000,0.05,3,"Heuristic 1: sum(bucket_mass)^2",3,1.00827,0.0258205,0.0262052
100000,5000,1000,0.05,4,"Heuristic 2: sum(max freq over windows)^2",3,1.01717,0.025689,0.0258362
100000,5000,1000,0.05,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,1.01439,0.0259662,0.0262315
100000,5000,1000,0.1,0,"Brute Force",3,0.0279179,0,0
100000,5000,1000,0.1,1,"Projection to Binary Alphabet",3,0.510449,0.0510749,0.0516206
100000,5000,1000,0.1,2,"Sqrt",3,0.00103615,0,0
100000,5000,1000,0.1,3,"Heuristic 1: sum(bucket_mass)^2",3,0.506003,0.0513214,0.0514618
100000,5000,1000,0.1,4,"Heuristic 2: sum(max freq over windows)^2",3,0.515462,0.0515952,0.0516517
100000,5000,1000,0.1,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.506213,0.0517253,0.0518207
100000,5000,1000,0.2,0,"Brute Force",3,0.0280906,0,0
100000,5000,1000,0.2,1,"Projection to Binary Alphabet",3,0.255841,0.102484,0.102626
100000,5000,1000,0.2,2,"Sqrt",3,0.00100011,0,0
100000,5000,1000,0.2,3,"Heuristic 1: sum(bucket_mass)^2",3,0.254389,0.101675,0.10182
100000,5000,1000,0.2,4,"Heuristic 2: sum(max freq over windows)^2",3,0.265209,0.102436,0.103262
100000,5000,1000,0.2,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.254356,0.102562,0.102764
100000,5000,1000,0.5,0,"Brute Force",3,0.028015,0,0
100000,5000,1000,0.5,1,"Projection to Binary Alphabet",3,0.103155,0.253337,0.253854
100000,5000,1000,0.5,2,"Sqrt",3,0.00104999,0,0
100000,5000,1000,0.5,3,"Heuristic 1: sum(bucket_mass)^2",3,0.103395,0.253671,0.254258
100000,5000,1000,0.5,4,"Heuristic 2: sum(max freq over windows)^2",3,0.114467,0.25377,0.254604
100000,5000,1000,0.5,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.103484,0.25377,0.254757
100000,10000,1000,0.05,0,"Brute Force",3,0.0507378,0,0
100000,10000,1000,0.05,1,"Projection to Binary Alphabet",3,1.02096,0.0250909,0.0252328
100000,10000,1000,0.05,2,"Sqrt",3,0.00134631,0,0
100000,10000,1000,0.05,3,"Heuristic 1: sum(bucket_mass)^2",3,1.02293,0.0252962,0.0253329
100000,10000,1000,0.05,4,"Heuristic 2: sum(max freq over windows)^2",3,1.03249,0.0253637,0.0259259
100000,10000,1000,0.05,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,1.02258,0.0252209,0.0255077
100000,10000,1000,0.1,0,"Brute Force",3,0.0507606,0,0
100000,10000,1000,0.1,1,"Projection to Binary Alphabet",3,0.517293,0.050649,0.0508712
100000,10000,1000,0.1,2,"Sqrt",3,0.00138585,0,0
100000,10000,1000,0.1,3,"Heuristic 1: sum(bucket_mass)^2",3,0.512291,0.0505624,0.0507558
100000,10000,1000,0.1,4,"Heuristic 2: sum(max freq over windows)^2",3,0.521623,0.0506405,0.0508356
100000,10000,1000,0.1,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.511867,0.0505374,0.0506912
100000,10000,1000,0.2,0,"Brute Force",3,0.0506417,0,0
100000,10000,1000,0.2,1,"Projection to Binary Alphabet",3,0.256517,0.101502,0.101591
100000,10000,1000,0.2,2,"Sqrt",3,0.00135601,0,0
100000,10000,1000,0.2,3,"Heuristic 1: sum(bucket_mass)^2",3,0.257605,0.101148,0.101412
100000,10000,1000,0.2,4,"Heuristic 2: sum(max freq over windows)^2",3,0.267587,0.101058,0.101642
100000,10000,1000,0.2,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.257345,0.101932,0.102793
100000,10000,1000,0.5,0,"Brute Force",3,0.0507537,0,0
100000,10000,1000,0.5,1,"Projection to Binary Alphabet",3,0.103411,0.252253,0.252503
100000,10000,1000,0.5,2,"Sqrt",3,0.00134167,0,0
100000,10000,1000,0.5,3,"Heuristic 1: sum(bucket_mass)^2",3,0.104247,0.252753,0.25393
100000,10000,1000,0.5,4,"Heuristic 2: sum(max freq over windows)^2",3,0.114911,0.252353,0.252852
100000,10000,1000,0.5,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.104156,0.252377,0.252778
100000,20000,1000,0.05,0,"Brute Force",3,0.149379,0,0
100000,20000,1000,0.05,1,"Projection to Binary Alphabet",3,1.02769,0.0247431,0.0247785
100000,20000,1000,0.05,2,"Sqrt",3,0.00207649,0,0
100000,20000,1000,0.05,3,"Heuristic 1: sum(bucket_mass)^2",3,1.02458,0.024824,0.0250213
100000,20000,1000,0.05,4,"Heuristic 2: sum(max freq over windows)^2",3,1.03652,0.0248382,0.0248799
100000,20000,1000,0.05,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,1.02526,0.0247472,0.0249249
100000,20000,1000,0.1,0,"Brute Force",3,0.149428,0,0
100000,20000,1000,0.1,1,"Projection to Binary Alphabet",3,0.513663,0.0502494,0.0504479
100000,20000,1000,0.1,2,"Sqrt",3,0.00207351,0,0
100000,20000,1000,0.1,3,"Heuristic 1: sum(bucket_mass)^2",3,0.512376,0.0501835,0.0503453
100000,20000,1000,0.1,4,"Heuristic 2: sum(max freq over windows)^2",3,0.527781,0.0500759,0.0502427
100000,20000,1000,0.1,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.512998,0.0504245,0.0505455
100000,20000,1000,0.2,0,"Brute Force",3,0.148998,0,0
100000,20000,1000,0.2,1,"Projection to Binary Alphabet",3,0.255859,0.1005,0.10058
100000,20000,1000,0.2,2,"Sqrt",3,0.00209471,0,0
100000,20000,1000,0.2,3,"Heuristic 1: sum(bucket_mass)^2",3,0.256852,0.100702,0.100756
100000,20000,1000,0.2,4,"Heuristic 2: sum(max freq over windows)^2",3,0.267356,0.100838,0.101011
100000,20000,1000,0.2,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.257058,0.100844,0.101277
100000,20000,1000,0.5,0,"Brute Force",3,0.149148,0,0
100000,20000,1000,0.5,1,"Projection to Binary Alphabet",3,0.10263,0.25146,0.251814
100000,20000,1000,0.5,2,"Sqrt",3,0.00205725,0,0
100000,20000,1000,0.5,3,"Heuristic 1: sum(bucket_mass)^2",3,0.103746,0.251914,0.252477
100000,20000,1000,0.5,4,"Heuristic 2: sum(max freq over windows)^2",3,0.114369,0.251447,0.251702
100000,20000,1000,0.5,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.103749,0.251435,0.251689
100000,50000,1000,0.05,0,"Brute Force",3,0.230964,0,0
100000,50000,1000,0.05,1,"Projection to Binary Alphabet",3,1.98589,0.0244833,0.0245386
100000,50000,1000,0.05,2,"Sqrt",3,0.00424699,0,0
100000,50000,1000,0.05,3,"Heuristic 1: sum(bucket_mass)^2",3,1.95466,0.0245857,0.0246686
100000,50000,1000,0.05,4,"Heuristic 2: sum(max freq over windows)^2",3,1.96923,0.0245198,0.02455
100000,50000,1000,0.05,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,1.95607,0.0246995,0.0248679
100000,50000,1000,0.1,0,"Brute Force",3,0.225082,0,0
100000,50000,1000,0.1,1,"Projection to Binary Alphabet",3,0.983277,0.0498005,0.0498479
100000,50000,1000,0.1,2,"Sqrt",3,0.0042469,0,0
100000,50000,1000,0.1,3,"Heuristic 1: sum(bucket_mass)^2",3,0.978144,0.0497755,0.049952
100000,50000,1000,0.1,4,"Heuristic 2: sum(max freq over windows)^2",3,0.992811,0.0497798,0.0498209
100000,50000,1000,0.1,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.979655,0.0498595,0.049992
100000,50000,1000,0.2,0,"Brute Force",3,0.224171,0,0
100000,50000,1000,0.2,1,"Projection to Binary Alphabet",3,0.494573,0.100182,0.100665
100000,50000,1000,0.2,2,"Sqrt",3,0.00424429,0,0
100000,50000,1000,0.2,3,"Heuristic 1: sum(bucket_mass)^2",3,0.493158,0.100167,0.100438
100000,50000,1000,0.2,4,"Heuristic 2: sum(max freq over windows)^2",3,0.499171,0.0999446,0.100042
100000,50000,1000,0.2,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.493768,0.0999953,0.100204
100000,50000,1000,0.5,0,"Brute Force",3,0.251745,0,0
100000,50000,1000,0.5,1,"Projection to Binary Alphabet",3,0.207046,0.25035,0.250571
100000,50000,1000,0.5,2,"Sqrt",3,0.00452979,0,0
100000,50000,1000,0.5,3,"Heuristic 1: sum(bucket_mass)^2",3,0.205209,0.250677,0.251041
100000,50000,1000,0.5,4,"Heuristic 2: sum(max freq over windows)^2",3,0.210159,0.250554,0.250641
100000,50000,1000,0.5,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,0.199109,0.250924,0.251596
1000000,50000,10,0.05,0,"Brute Force",3,4.30999,0,0
1000000,50000,10,0.05,1,"Projection to Binary Alphabet",3,6.03375,0,0
1000000,50000,10,0.05,2,"Sqrt",3,0.594076,0,0
1000000,50000,10,0.05,3,"Heuristic 1: sum(bucket_mass)^2",3,5.46195,0,0
1000000,50000,10,0.05,4,"Heuristic 2: sum(max freq over windows)^2",3,5.56177,0,0
1000000,50000,10,0.05,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,5.43092,0,0
1000000,50000,10,0.1,0,"Brute Force",3,4.34374,0,0
1000000,50000,10,0.1,1,"Projection to Binary Alphabet",3,6.19812,0,0
1000000,50000,10,0.1,2,"Sqrt",3,0.604642,0,0
1000000,50000,10,0.1,3,"Heuristic 1: sum(bucket_mass)^2",3,5.57503,0,0
1000000,50000,10,0.1,4,"Heuristic 2: sum(max freq over windows)^2",3,5.70137,0,0
1000000,50000,10,0.1,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,5.52384,0,0.0236166
1000000,50000,10,0.2,0,"Brute Force",3,4.26895,0,0
1000000,50000,10,0.2,1,"Projection to Binary Alphabet",3,6.13,0,0
1000000,50000,10,0.2,2,"Sqrt",3,0.5989,0,0
1000000,50000,10,0.2,3,"Heuristic 1: sum(bucket_mass)^2",3,5.40578,0,0
1000000,50000,10,0.2,4,"Heuristic 2: sum(max freq over windows)^2",3,5.71199,0.00777551,0.0233265
1000000,50000,10,0.2,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,5.45438,0.00769174,0.0230752
1000000,50000,10,0.5,0,"Brute Force",3,4.30153,0,0
1000000,50000,10,0.5,1,"Projection to Binary Alphabet",3,2.4036,0.179052,0.179392
1000000,50000,10,0.5,2,"Sqrt",3,0.596196,0,0
1000000,50000,10,0.5,3,"Heuristic 1: sum(bucket_mass)^2",3,2.26295,0.179522,0.180294
1000000,50000,10,0.5,4,"Heuristic 2: sum(max freq over windows)^2",3,2.34489,0.178986,0.179342
1000000,50000,10,0.5,5,"Heuristic 3: sum(weighted_bucket_mass)^2",3,2.16658,0.179326,0.179629
1000000,100000,10,0.05,0,"Brute Force",3,8.1715,0,0
1000000,100000,10,0.05,1,"Projection to Binary Alphabet",3,6.05077,0,0
1000000,100000,10,0.05,2,"Sqrt",3,0.605895,0,0
1000000,100000,10,0.05,3,"Heuristic 1: sum(bucket_mass)^2",3,5.49152,0,0
1000000,100000,10,0.05,4,"Heuristic 2: sum(max freq over windows)^2",3,5.59998,0,0
